vehicle_age,mileage,vehicle_type,engine_type,engine_temperature,rpm,engine_load,battery_voltage,oil_condition,brake_wear,tyre_pressure,service_count,distance_since_service,average_speed,hard_braking_events,hard_acceleration_events,driving_hours,overall_health_score,engine_failure,battery_failure,brake_failure,tyre_failure,maintenance_distance
2.1,32109.0,Sedan,Petrol,101.1,2217.0,50.2,12.95,75.3,51.8,31.8,4,3996.0,35.3,5,3,6.8,59.1,1,0,0,0,4486.0
3.4,56810.0,Sedan,Diesel,94.0,2843.0,61.3,12.62,85.5,22.2,35.0,5,1637.0,54.3,2,3,6.5,81.5,0,0,0,0,8541.0
4.1,65535.0,Sedan,Petrol,89.6,2944.0,24.8,11.56,57.8,39.0,32.2,6,6788.0,58.1,5,7,5.5,51.4,0,1,0,0,2626.0
2.4,32756.0,Hatchback,Diesel,88.5,2575.0,47.6,12.02,74.7,55.6,30.5,2,2869.0,52.6,5,3,6.9,61.1,0,0,0,0,4562.0
0.6,16531.0,Sedan,Petrol,92.6,2361.0,48.5,13.1,80.2,29.1,31.6,1,3207.0,40.6,3,3,1.6,78.7,0,0,0,0,7031.0
4.8,81207.0,Hatchback,Diesel,94.2,2804.0,37.6,12.23,81.4,68.8,33.0,7,1803.0,81.4,4,3,2.5,67.5,0,1,0,0,3146.0
2.5,29691.0,Coupe,Hybrid,86.3,2274.0,31.7,11.82,71.4,40.7,33.4,2,3127.0,45.1,2,1,2.0,62.8,0,0,0,1,5504.0
4.1,44242.0,SUV,Petrol,91.5,2849.0,48.1,12.2,36.9,75.1,30.4,3,11595.0,59.8,2,4,4.0,41.7,1,0,1,0,150.0
3.5,53665.0,Sedan,Electric,61.0,2775.0,15.8,11.51,100.0,9.7,23.9,6,20474.0,63.3,1,0,1.0,37.9,0,1,0,1,162.0
9.4,175072.0,SUV,Electric,68.1,2039.0,62.1,12.59,100.0,76.0,31.1,15,4165.0,25.0,2,1,6.9,62.2,0,1,1,0,2491.0
3.8,49929.0,Truck,Petrol,107.9,2589.0,45.2,11.4,53.0,25.9,34.1,4,9382.0,63.6,3,3,1.0,25.1,1,1,0,1,399.0
6.4,98915.0,SUV,Petrol,97.5,2370.0,33.6,12.24,6.0,28.2,28.2,10,16018.0,52.1,3,2,5.5,32.0,1,1,1,1,243.0
3.0,42793.0,Sedan,Electric,61.3,2675.0,42.7,12.81,100.0,65.6,32.9,2,2299.0,48.3,1,1,1.9,77.5,0,0,1,0,4130.0
2.1,42572.0,SUV,Electric,83.1,2713.0,57.4,12.3,100.0,77.0,33.5,4,1332.0,50.3,6,2,4.0,73.9,0,0,1,1,2916.0
5.0,64445.0,Hatchback,Petrol,82.1,3027.0,50.6,11.12,88.8,43.1,30.9,4,2212.0,60.2,5,3,3.5,47.3,0,1,0,0,4389.0
2.3,33518.0,Truck,Petrol,91.3,1897.0,73.8,11.91,26.8,55.7,31.4,1,14768.0,25.0,1,0,1.0,37.5,0,1,0,0,156.0
5.7,62902.0,Sedan,Petrol,96.7,2409.0,40.9,12.58,80.5,33.3,32.3,5,2775.0,52.4,5,3,3.6,72.5,1,0,0,0,6537.0
1.6,11365.0,Truck,Electric,61.9,3045.0,50.8,12.46,100.0,38.5,30.3,2,5249.0,58.0,4,3,1.4,77.8,0,0,0,0,5605.0
4.6,66460.0,Sedan,Petrol,87.8,3344.0,37.3,12.57,5.0,31.4,25.9,5,22187.0,82.3,6,5,1.0,29.9,1,0,1,1,150.0
3.7,71600.0,Sedan,Diesel,94.8,2039.0,36.1,12.21,71.8,46.1,37.0,7,4603.0,33.1,4,2,3.2,54.8,0,0,0,0,4011.0
8.4,137834.0,Hatchback,Hybrid,92.1,2590.0,34.7,11.5,60.7,20.4,24.0,11,3365.0,58.2,7,7,1.0,35.1,0,1,0,1,3014.0
4.9,38349.0,Sedan,Petrol,92.3,2586.0,36.0,12.65,6.6,73.1,30.3,2,17016.0,45.2,8,4,8.1,30.1,0,0,1,0,150.0
3.5,54615.0,Sedan,Diesel,100.1,2861.0,30.1,12.05,97.6,17.0,30.5,4,1133.0,58.8,0,1,1.4,66.8,0,0,0,0,7422.0
6.0,48847.0,Sedan,Petrol,85.5,2478.0,27.9,12.08,50.2,9.4,36.4,3,8401.0,64.1,1,3,3.4,59.1,0,0,0,1,2312.0
0.6,11933.0,Hatchback,Hybrid,110.1,2502.0,62.0,12.61,74.5,28.1,29.9,2,4065.0,41.7,5,4,3.1,49.1,1,0,0,0,3929.0
5.2,84997.0,Truck,Petrol,106.4,3115.0,70.2,12.67,38.9,62.6,30.0,6,10435.0,79.4,2,2,5.6,30.6,1,0,0,0,396.0
5.5,74177.0,SUV,Diesel,96.4,2775.0,32.8,12.28,59.6,58.1,33.0,6,4545.0,70.5,5,4,1.8,56.9,0,0,0,0,3966.0
5.9,97518.0,Truck,Diesel,87.7,2762.0,59.8,12.12,14.3,25.9,28.9,8,11946.0,63.0,3,5,2.0,41.8,1,0,0,0,150.0
5.6,68958.0,Sedan,Petrol,89.9,2809.0,38.8,12.83,79.3,34.9,33.1,4,4063.0,47.0,4,2,3.1,76.3,0,1,0,0,5962.0
5.1,63424.0,SUV,Petrol,91.2,2541.0,59.3,12.22,90.2,43.2,32.8,4,1496.0,44.2,7,7,1.5,71.9,0,0,0,0,6330.0
3.0,29129.0,SUV,Petrol,90.9,2950.0,37.0,12.33,72.1,65.2,30.5,3,3708.0,58.2,3,3,2.1,59.6,0,0,1,0,3022.0
4.1,57651.0,Sedan,Petrol,107.9,2456.0,18.2,11.82,82.8,26.2,32.3,4,1312.0,46.5,2,3,1.6,46.7,1,1,0,0,4819.0
2.5,41339.0,SUV,Hybrid,91.3,2515.0,59.3,12.48,97.3,93.4,30.4,4,780.0,44.7,12,10,3.7,63.7,1,0,1,1,924.0
2.2,18342.0,Hatchback,Hybrid,94.1,3155.0,38.4,12.96,82.3,37.6,30.2,1,2203.0,78.8,4,6,4.8,74.0,0,0,0,1,7093.0
3.1,49647.0,Sedan,Diesel,109.9,2542.0,34.6,11.91,68.2,6.6,33.4,4,3918.0,59.7,3,4,6.0,44.6,1,0,0,1,3809.0
3.4,22076.0,Sedan,Diesel,92.1,2494.0,39.5,12.15,94.9,47.9,32.6,2,1306.0,63.5,6,5,5.7,74.8,0,0,1,1,6010.0
4.7,50256.0,Sedan,Diesel,91.6,3456.0,49.2,11.33,39.9,16.2,31.4,3,8094.0,78.3,4,5,4.1,45.1,0,1,0,0,1799.0
7.7,95578.0,Sedan,Hybrid,94.9,2633.0,50.2,12.41,48.8,22.4,31.2,6,6919.0,53.2,3,2,4.0,65.3,0,1,0,1,3280.0
6.3,94168.0,Hatchback,Petrol,101.6,2597.0,32.6,12.38,42.0,23.6,27.5,9,11005.0,43.1,6,8,4.0,44.4,0,0,0,1,398.0
4.5,51989.0,SUV,Petrol,95.3,2304.0,43.8,12.37,85.5,20.6,30.0,3,2200.0,37.0,1,3,2.8,77.9,0,0,0,0,7497.0
7.2,77704.0,SUV,Petrol,88.7,3170.0,56.2,12.01,74.6,70.7,35.0,4,3490.0,71.0,2,3,1.2,50.1,0,1,0,0,2328.0
3.8,66552.0,Truck,Diesel,94.0,2898.0,69.1,12.86,57.3,55.9,33.1,7,7391.0,46.8,5,3,7.1,66.6,0,0,0,1,3236.0
5.2,100992.0,Sedan,Petrol,91.3,2144.0,38.6,11.59,80.3,31.3,33.1,7,3791.0,25.0,5,4,4.0,65.6,0,1,0,0,5493.0
3.1,36054.0,SUV,Petrol,90.1,2256.0,55.3,12.81,81.0,61.3,30.9,3,3550.0,25.0,0,2,4.9,65.0,0,0,0,0,4138.0
3.8,47009.0,SUV,Petrol,89.4,2174.0,37.2,13.09,77.4,32.5,31.5,4,3169.0,31.3,5,2,2.0,74.5,0,0,0,1,6606.0
3.2,41617.0,SUV,Diesel,89.2,2732.0,28.9,12.67,65.6,76.2,36.1,6,4862.0,46.7,3,4,10.0,55.5,0,0,0,0,2242.0
1.2,26904.0,Coupe,Petrol,86.9,2342.0,66.6,12.29,75.2,44.3,36.8,1,3809.0,48.8,3,1,6.5,67.1,0,0,0,0,5582.0
1.3,24447.0,Truck,Petrol,86.3,2435.0,62.5,12.59,61.9,73.2,34.1,3,5550.0,59.4,10,9,2.2,59.7,0,0,1,0,2526.0
1.5,26076.0,SUV,Petrol,94.1,2065.0,41.4,12.08,5.0,54.1,27.9,2,24000.0,36.1,3,2,1.9,20.8,1,0,1,0,232.0
4.5,74572.0,Hatchback,Petrol,109.1,2812.0,15.0,11.07,65.9,48.2,36.9,8,4719.0,55.1,3,2,4.8,8.0,1,1,0,0,680.0
7.8,109372.0,Sedan,Diesel,92.2,2438.0,56.1,12.4,53.8,39.0,30.8,9,10096.0,64.4,2,1,2.8,57.6,0,1,0,0,1026.0
7.1,80456.0,Sedan,Petrol,88.0,2731.0,29.1,12.45,55.2,58.8,30.8,6,7577.0,50.0,4,3,3.6,52.0,0,1,0,0,2279.0
1.2,20365.0,Sedan,Petrol,93.8,2709.0,31.5,12.63,63.3,47.0,30.8,2,5694.0,45.5,4,6,6.9,69.2,1,0,0,0,4058.0
5.2,62421.0,Sedan,Diesel,88.7,2326.0,33.4,11.91,50.9,35.5,31.0,7,9123.0,39.9,5,5,3.6,51.5,0,1,0,0,1287.0
2.7,32068.0,SUV,Petrol,86.1,2622.0,54.4,13.26,54.2,59.0,29.6,3,6993.0,68.0,2,1,2.7,55.4,0,0,0,1,2629.0
2.2,35180.0,SUV,Petrol,97.8,2172.0,62.1,12.65,100.0,67.3,31.9,2,854.0,32.8,2,3,4.1,69.0,0,0,0,0,3709.0
4.1,49341.0,Hatchback,Hybrid,92.3,2684.0,36.0,12.33,41.3,18.5,28.0,5,9300.0,74.1,4,2,1.0,57.8,0,0,0,1,1263.0
2.7,37855.0,SUV,Petrol,90.3,2064.0,41.0,12.46,5.0,67.3,30.8,3,15708.0,51.7,3,2,3.5,35.6,1,0,1,1,150.0
1.4,18725.0,SUV,Petrol,90.7,2446.0,83.6,12.28,35.5,41.2,29.3,1,11025.0,37.5,5,5,1.0,54.6,0,0,0,1,360.0
1.9,20332.0,Sedan,Petrol,90.1,2601.0,35.3,12.17,87.7,42.1,33.1,1,3501.0,63.8,8,4,4.6,78.0,0,0,0,0,6266.0
3.0,45486.0,Sedan,Diesel,93.5,2528.0,38.1,13.29,5.1,5.0,30.3,5,15530.0,59.1,1,0,1.0,56.2,1,0,0,0,150.0
7.6,107328.0,SUV,Diesel,85.3,2670.0,34.8,11.92,89.7,42.1,31.2,9,1096.0,57.8,3,1,2.8,63.6,0,1,0,0,5840.0
1.1,11515.0,SUV,Diesel,84.3,2878.0,62.2,12.27,80.3,38.3,35.3,2,3517.0,61.9,4,4,7.9,76.6,0,0,0,0,6442.0
1.7,18289.0,Hatchback,Diesel,92.0,2400.0,52.7,11.62,91.4,28.7,32.7,1,432.0,54.3,3,2,6.2,71.5,0,1,0,0,8259.0
3.2,38393.0,Sedan,Petrol,84.5,2475.0,30.1,12.16,78.5,65.6,29.0,3,3296.0,58.4,2,3,3.6,58.9,0,0,1,1,3233.0
2.3,28136.0,Sedan,Petrol,105.2,2705.0,17.5,12.45,96.7,48.9,30.7,1,674.0,71.1,2,2,8.4,57.4,1,0,0,0,4618.0
4.8,77869.0,SUV,Hybrid,95.1,2776.0,48.2,12.19,53.6,71.8,27.7,4,9421.0,54.8,3,1,2.1,36.1,0,0,1,0,931.0
3.3,44513.0,Sedan,Electric,64.3,2568.0,63.2,12.36,100.0,74.2,39.8,3,2473.0,63.5,4,3,1.4,60.5,0,0,1,1,2507.0
1.4,29638.0,Sedan,Petrol,92.2,2019.0,31.9,12.38,59.1,51.6,31.0,2,5593.0,25.0,4,2,2.6,64.2,0,0,0,1,3990.0
2.7,44282.0,Truck,Diesel,87.0,2383.0,85.6,12.35,66.5,80.5,32.0,4,6224.0,56.5,3,4,2.6,57.6,0,0,1,1,1756.0
4.2,84697.0,Sedan,Petrol,97.1,3109.0,33.7,11.83,74.8,69.9,30.2,7,2798.0,87.3,5,3,2.7,40.1,0,0,0,0,2080.0
5.5,53590.0,SUV,Petrol,108.5,2231.0,33.3,12.2,89.5,26.4,35.8,5,2232.0,27.0,4,4,3.2,47.9,0,0,0,0,4820.0
1.7,17588.0,Sedan,Petrol,86.1,2644.0,34.3,12.43,74.1,36.7,30.6,1,5605.0,80.0,6,3,1.0,71.4,0,0,0,0,4597.0
4.3,60071.0,Sedan,Petrol,91.1,2526.0,18.7,12.27,90.2,42.9,29.8,6,2178.0,62.1,6,4,1.7,71.6,0,0,0,0,6498.0
3.1,48762.0,SUV,Diesel,89.9,2396.0,45.0,12.32,88.5,18.2,30.2,5,1511.0,28.2,1,2,2.1,80.9,0,0,0,1,8509.0
7.1,100237.0,Hatchback,Diesel,104.0,2467.0,42.6,12.56,45.8,21.6,33.8,6,9268.0,52.6,3,0,8.3,50.0,0,1,0,0,1548.0
2.7,25467.0,SUV,Petrol,95.9,2324.0,46.4,12.25,85.1,48.6,28.5,2,2907.0,57.6,1,0,2.1,64.3,0,0,0,0,5456.0
1.4,5660.0,Truck,Petrol,90.0,2856.0,67.6,12.84,73.6,19.0,34.2,1,4259.0,64.8,0,3,2.2,81.2,1,0,0,0,6333.0
2.4,29090.0,Sedan,Hybrid,95.4,2745.0,34.0,13.15,14.0,47.1,25.6,3,16222.0,45.9,1,3,4.8,33.2,1,0,0,1,150.0
0.9,10287.0,Truck,Petrol,84.6,2929.0,38.1,12.28,95.1,32.3,30.5,1,1285.0,61.7,6,5,2.6,81.4,0,0,0,0,8584.0
0.9,7899.0,Sedan,Diesel,89.0,3023.0,45.4,12.64,100.0,24.4,33.3,1,831.0,71.4,8,7,9.6,93.4,0,0,0,0,10289.0
1.1,16703.0,Truck,Petrol,89.9,3037.0,51.0,12.59,81.3,36.1,29.5,2,4051.0,64.4,1,1,5.0,76.3,0,0,0,1,6146.0
4.9,55939.0,SUV,Diesel,89.3,3045.0,53.3,12.36,57.7,28.6,32.1,6,6602.0,68.7,2,2,4.6,69.7,0,0,0,0,3901.0
4.5,93261.0,Hatchback,Petrol,91.6,2590.0,26.7,11.79,81.6,14.8,29.3,7,4472.0,45.8,6,5,1.0,64.8,0,0,0,1,4916.0
5.0,80910.0,SUV,Petrol,92.1,3017.0,59.2,11.88,82.2,67.2,35.8,8,456.0,61.6,3,5,3.7,54.0,0,1,0,0,2637.0
2.6,45034.0,Sedan,Petrol,92.4,3018.0,55.5,12.31,72.1,5.0,35.3,4,3783.0,84.2,3,1,3.3,79.5,0,0,0,0,6966.0
2.0,36068.0,Sedan,Petrol,95.0,2649.0,31.8,12.87,68.8,84.3,31.2,3,4663.0,36.9,16,12,5.7,54.9,1,0,1,1,1199.0
11.4,101196.0,Hatchback,Petrol,94.4,3030.0,17.5,11.34,5.0,23.4,30.1,7,19467.0,57.9,6,3,4.6,13.8,1,1,0,0,150.0
4.0,65993.0,SUV,Diesel,85.5,2794.0,35.9,12.77,86.3,52.9,30.5,5,917.0,36.4,4,3,4.2,68.7,0,0,0,1,4878.0
1.8,30196.0,Truck,Petrol,92.1,3070.0,54.1,12.65,48.2,60.3,28.8,4,7974.0,69.6,3,3,3.9,56.4,0,0,0,0,2217.0
8.2,164461.0,Sedan,Petrol,89.1,2303.0,19.5,12.46,66.6,59.1,33.1,13,3662.0,25.0,5,1,2.1,66.4,1,1,0,0,4528.0
7.6,132612.0,Sedan,Diesel,111.5,2744.0,45.1,12.44,14.0,71.2,29.9,12,13839.0,44.0,5,4,1.4,8.0,1,1,1,1,150.0
5.3,75058.0,Sedan,Diesel,96.7,2818.0,43.9,12.27,48.7,61.9,28.2,5,7401.0,84.3,4,2,4.0,39.1,0,0,0,0,1916.0
3.3,48149.0,Coupe,Electric,65.2,2750.0,44.8,12.28,100.0,20.1,32.2,4,3654.0,45.1,5,3,1.5,86.7,0,0,0,0,7222.0
2.2,34380.0,Truck,Diesel,99.1,2136.0,83.9,12.61,63.1,54.8,30.7,3,7033.0,51.1,0,1,3.2,54.8,0,0,0,1,2515.0
2.8,22549.0,Hatchback,Diesel,94.5,2732.0,18.8,12.67,73.9,32.3,32.9,3,4244.0,69.5,1,4,7.4,74.9,0,0,0,0,5792.0
7.0,113979.0,Sedan,Diesel,95.5,1999.0,21.5,12.24,52.8,46.3,35.2,9,8614.0,50.1,2,5,8.4,55.5,1,1,0,0,1651.0
2.4,24124.0,SUV,Electric,68.9,2335.0,69.7,12.72,100.0,49.0,29.1,2,10549.0,25.0,3,3,2.6,66.1,0,0,1,0,788.0
1.6,37414.0,Truck,Hybrid,91.4,2591.0,60.0,12.22,57.2,78.3,29.6,2,8087.0,37.0,1,2,6.0,48.1,0,0,1,1,1471.0
5.3,64684.0,Sedan,Petrol,112.9,3283.0,55.8,12.41,82.8,49.7,31.8,6,3440.0,70.5,7,5,3.1,43.8,1,1,0,0,3598.0
3.6,51436.0,Hatchback,Petrol,92.7,2662.0,15.0,12.79,87.6,27.4,30.0,5,630.0,72.6,8,1,1.4,74.2,0,0,1,0,8650.0
2.4,34948.0,Hatchback,Petrol,87.8,2383.0,25.7,12.53,88.2,60.5,36.2,2,1367.0,25.0,4,5,3.1,66.1,0,0,0,1,3998.0
2.6,27053.0,Hatchback,Diesel,87.8,2576.0,55.3,12.4,71.3,56.5,34.9,1,4452.0,38.7,5,7,10.0,65.4,0,0,0,0,4649.0
0.8,14872.0,Truck,Diesel,84.3,2898.0,52.4,12.83,67.6,46.5,32.7,1,6120.0,42.6,2,3,4.4,75.3,1,0,0,0,4391.0
2.7,39131.0,Sedan,Diesel,93.0,2623.0,57.0,12.98,97.9,61.4,33.1,1,1038.0,46.7,1,4,1.6,81.4,0,0,0,0,5100.0
6.6,120289.0,Sedan,Petrol,87.4,2867.0,35.4,12.47,63.6,52.8,31.0,9,4441.0,39.0,4,3,3.9,65.3,0,1,0,1,4814.0
2.0,29558.0,Coupe,Diesel,94.2,2888.0,37.9,11.91,88.8,46.0,35.3,1,2591.0,53.5,2,3,5.2,62.3,0,0,0,1,5502.0
12.4,181055.0,Sedan,Hybrid,94.4,2696.0,68.7,11.74,86.1,12.1,30.2,15,859.0,44.0,5,4,5.9,60.7,1,1,0,0,6677.0
3.7,36909.0,Truck,Petrol,92.4,2348.0,41.9,12.75,89.7,77.2,33.3,3,3235.0,46.0,6,3,2.6,69.7,0,0,1,0,2500.0
1.4,19660.0,Truck,Diesel,109.5,2052.0,62.5,12.32,69.3,44.0,33.0,1,6919.0,36.1,3,2,8.5,44.0,0,0,0,1,2338.0
0.5,8656.0,SUV,Petrol,95.6,2803.0,37.2,12.56,32.9,37.3,30.5,1,10125.0,63.0,7,5,2.9,57.2,0,0,0,0,1122.0
4.2,57853.0,Coupe,Hybrid,96.1,2261.0,28.4,12.19,43.3,24.6,30.6,5,9721.0,32.6,3,1,4.0,55.2,0,0,0,0,1254.0
2.0,41776.0,Sedan,Hybrid,103.1,2287.0,48.4,12.77,63.6,58.3,29.9,3,5044.0,57.3,2,2,1.0,46.0,0,0,0,0,2968.0
5.3,58583.0,Sedan,Diesel,94.3,2863.0,21.0,12.51,90.2,15.5,35.5,5,1048.0,66.0,2,0,7.1,82.0,0,1,0,0,9219.0
7.2,157705.0,Sedan,Diesel,93.4,2850.0,49.3,12.02,55.9,44.6,30.8,13,6285.0,79.9,2,1,1.2,50.8,0,1,1,0,3158.0
6.0,66343.0,SUV,Hybrid,92.7,2790.0,51.8,12.59,89.3,43.6,28.9,5,742.0,59.0,1,3,4.9,72.7,0,0,0,0,6923.0
5.9,72941.0,Sedan,Diesel,93.4,2977.0,27.9,12.61,72.3,45.1,30.8,4,3998.0,55.2,4,2,2.2,71.2,0,1,0,1,5903.0
2.8,43377.0,Sedan,Petrol,90.2,2216.0,41.5,12.64,63.9,78.9,30.9,2,7392.0,28.3,7,6,1.2,56.6,0,0,1,1,1858.0
2.0,22555.0,Hatchback,Hybrid,81.9,2196.0,31.8,12.55,90.7,40.0,32.2,2,1256.0,72.6,2,1,2.3,85.0,0,0,0,0,8117.0
5.0,80058.0,Hatchback,Petrol,89.1,2436.0,31.9,13.63,54.7,63.2,32.9,6,6715.0,54.0,4,3,1.0,62.1,0,1,1,0,3372.0
2.1,21061.0,Sedan,Petrol,84.2,2953.0,32.9,11.97,60.5,36.8,29.5,2,7665.0,56.3,2,1,1.9,61.0,0,0,0,0,2545.0
2.9,36585.0,SUV,Hybrid,84.9,2537.0,36.1,12.32,15.5,74.7,27.0,4,14777.0,57.5,2,1,2.0,30.1,1,0,1,1,150.0
2.2,17687.0,Hatchback,Diesel,95.8,2891.0,25.6,12.46,80.8,32.7,30.0,1,1988.0,53.6,6,11,1.3,67.3,0,0,0,0,6836.0
2.4,20447.0,Sedan,Petrol,89.3,2341.0,15.0,12.89,41.3,32.5,25.9,2,11521.0,52.1,2,1,3.8,49.2,0,0,0,1,329.0
5.2,70118.0,Sedan,Petrol,92.6,2406.0,44.8,12.23,78.6,41.0,31.6,7,3140.0,46.9,4,1,3.0,68.8,0,0,0,0,6281.0
2.3,19482.0,Sedan,Petrol,91.5,2449.0,44.0,12.85,87.7,24.7,33.7,2,3592.0,62.2,1,1,3.8,80.9,0,0,0,0,6513.0
5.3,96623.0,SUV,Petrol,96.9,2229.0,45.7,12.12,5.0,29.6,24.4,8,22214.0,31.0,2,4,2.1,18.8,1,0,1,1,150.0
7.2,116445.0,Sedan,Petrol,91.8,2520.0,38.0,12.4,66.9,45.7,28.1,8,5012.0,30.7,2,2,2.7,60.7,0,1,0,0,3982.0
2.6,51176.0,Coupe,Diesel,89.1,2974.0,55.4,12.75,17.9,11.2,28.5,4,13661.0,40.1,0,1,1.1,55.7,1,0,0,0,150.0
1.8,13945.0,SUV,Petrol,97.4,2513.0,46.1,12.26,56.7,41.0,27.2,3,8196.0,69.5,3,2,1.9,46.9,0,0,0,1,1944.0
6.4,65405.0,SUV,Diesel,89.5,2409.0,49.6,12.55,84.1,52.4,32.1,6,3930.0,58.2,7,1,1.2,69.3,0,0,1,0,5315.0
4.4,75444.0,Sedan,Petrol,113.2,2268.0,62.9,12.87,99.8,39.3,33.4,7,687.0,43.1,2,2,2.5,54.7,1,0,0,0,5301.0
2.2,36675.0,SUV,Electric,68.1,3047.0,63.1,12.43,100.0,75.7,28.7,3,4811.0,40.8,7,8,1.9,65.7,0,0,1,1,2425.0
3.0,57626.0,Truck,Petrol,86.5,2735.0,65.3,12.08,80.3,19.5,31.0,4,3449.0,50.9,2,3,4.9,77.8,0,0,0,0,6742.0
4.6,88379.0,Truck,Petrol,112.5,2607.0,63.7,12.25,72.7,83.7,34.7,7,5234.0,57.6,4,4,5.2,25.0,1,0,1,0,542.0
1.2,17479.0,Truck,Petrol,96.9,2573.0,58.9,12.48,52.7,39.0,33.2,3,8937.0,71.1,2,1,3.5,66.4,0,0,0,0,2221.0
8.9,106049.0,SUV,Diesel,99.9,3159.0,43.3,12.51,63.9,31.7,34.5,11,5408.0,80.7,2,0,5.1,54.7,0,1,0,0,3535.0
6.1,101925.0,Hatchback,Diesel,91.6,2683.0,31.1,11.98,50.7,20.2,32.3,8,7629.0,50.2,5,6,3.7,59.4,0,1,1,0,2656.0
3.7,46916.0,Hatchback,Petrol,96.9,2874.0,47.7,12.62,51.1,8.1,27.5,3,8214.0,82.8,4,2,2.1,55.7,0,0,0,1,2224.0
8.7,124251.0,Truck,Petrol,104.1,1942.0,59.1,11.24,44.3,65.3,29.8,11,10226.0,53.1,1,1,3.3,8.0,0,1,0,0,150.0
7.9,107480.0,Sedan,Petrol,94.0,2808.0,43.2,11.59,57.1,30.7,30.7,10,7219.0,56.2,6,3,7.7,45.2,0,1,0,0,1981.0
3.3,50256.0,Sedan,Diesel,86.5,2632.0,42.3,12.84,15.9,14.8,27.3,5,14221.0,65.7,2,1,5.7,51.1,0,0,0,0,168.0
3.1,59172.0,Sedan,Diesel,105.1,2864.0,32.7,12.52,81.8,38.6,33.3,5,2718.0,67.7,8,5,3.2,60.1,0,0,0,0,5573.0
3.2,31917.0,Truck,Petrol,107.3,2895.0,41.1,11.08,26.8,66.6,34.1,1,12142.0,74.1,5,4,1.0,8.0,1,1,1,1,150.0
5.1,58599.0,SUV,Petrol,86.8,2578.0,45.6,12.32,58.7,31.0,34.1,4,6892.0,34.0,1,3,9.2,70.1,0,0,0,0,3853.0
4.8,67473.0,SUV,Petrol,87.9,1976.0,50.6,12.37,58.6,37.1,30.3,5,6576.0,53.7,0,2,2.8,64.5,0,0,0,0,3397.0
0.9,10021.0,Hatchback,Petrol,91.2,2426.0,32.5,12.34,92.2,16.4,34.6,1,1741.0,69.6,1,2,6.2,84.1,0,0,0,0,8562.0
4.7,75211.0,Hatchback,Diesel,97.0,3049.0,62.4,11.84,20.8,53.5,27.9,5,12479.0,37.0,5,7,3.1,20.5,1,1,0,0,150.0
4.6,68090.0,Hatchback,Petrol,93.4,1938.0,58.1,11.78,61.8,43.3,32.1,6,6382.0,25.8,4,3,1.0,52.8,1,1,0,0,3010.0
3.2,48113.0,Sedan,Petrol,84.9,2074.0,49.8,12.5,85.3,5.0,35.3,1,1697.0,31.2,1,2,6.8,88.2,0,0,0,1,8945.0
3.8,55680.0,Truck,Petrol,93.4,2716.0,66.6,11.54,90.9,26.0,34.0,7,732.0,50.3,2,0,3.8,68.9,0,1,0,0,7608.0
1.1,7233.0,Sedan,Electric,74.4,3001.0,26.5,12.52,100.0,18.8,34.0,1,4733.0,80.3,3,5,1.0,86.8,0,0,0,0,6469.0
1.6,29220.0,Sedan,Hybrid,89.0,2186.0,46.6,12.17,92.9,45.8,29.1,2,2559.0,30.9,3,0,2.6,66.5,0,0,0,0,5935.0
2.1,27573.0,Sedan,Petrol,89.8,2806.0,40.8,11.62,70.5,51.9,33.4,3,2687.0,35.7,4,4,3.8,53.8,0,1,0,0,4307.0
5.1,62420.0,Sedan,Petrol,93.5,2286.0,34.1,12.24,89.8,24.1,29.6,4,921.0,45.0,1,2,3.5,74.1,0,1,0,0,7998.0
7.4,129416.0,SUV,Petrol,103.5,2393.0,53.4,10.8,69.1,78.4,33.8,10,2045.0,38.1,6,6,5.7,12.1,0,1,1,0,695.0
4.9,77155.0,Hatchback,Diesel,88.9,2507.0,36.4,12.47,5.0,55.2,25.1,5,22648.0,35.6,4,2,3.8,19.8,1,1,0,1,150.0
4.0,81746.0,Sedan,Petrol,107.3,2230.0,35.1,12.0,66.6,66.0,28.7,8,5734.0,25.0,3,2,3.2,25.6,1,0,0,0,1248.0
5.6,68868.0,Truck,Diesel,88.3,2682.0,46.2,12.29,61.8,49.9,29.3,6,5379.0,44.6,3,2,1.4,51.6,0,0,0,0,3379.0
0.5,5000.0,SUV,Diesel,92.8,2682.0,37.5,12.43,79.8,27.2,33.5,1,4980.0,79.4,2,2,8.7,81.1,0,0,1,0,5417.0
7.1,72810.0,Sedan,Hybrid,91.7,2567.0,19.1,11.98,38.7,40.3,27.7,8,9922.0,59.8,2,0,2.5,44.3,0,1,0,0,1012.0
3.4,41963.0,SUV,Petrol,94.2,2964.0,63.2,12.75,63.1,79.1,28.4,4,7726.0,68.5,9,8,2.0,48.0,0,0,1,1,1635.0
6.6,88782.0,Sedan,Hybrid,101.4,2314.0,15.0,11.87,93.4,62.3,36.0,6,1783.0,43.5,5,2,1.5,42.8,0,1,0,0,2586.0
5.4,73226.0,SUV,Hybrid,90.4,2052.0,76.9,11.49,73.8,53.7,29.3,6,4922.0,40.2,2,2,1.9,38.1,0,1,0,0,2866.0
2.2,34522.0,SUV,Petrol,91.1,2541.0,46.9,12.03,47.3,59.3,31.0,2,8422.0,59.3,3,3,5.4,47.1,0,0,0,0,1928.0
